chr,strand,start,end,Transcript,Splicing_type,exon_pair_len
chr3,-,128338811,128341252,NM_002950.4,BS,2441
chr3,-,128338811,128344496,NM_002950.4,BS,5685
chr3,-,128338811,128345675,NM_002950.4,BS,6864
chr3,-,128338811,128344855,NM_002950.4,BS,6044
chr3,-,128338811,128351000,NM_002950.4,BS,12189
chr3,-,128338811,128363826,NM_002950.4,BS,25015
chr7,+,90355880,90839905,NM_001287135.2,BS,484025
chr19,-,896502,900146,NM_138774.4,BS,3644
chr18,+,56606676,56653712,NR_148459.2,BS,47036
chr18,+,56601664,56653712,NR_148459.2,BS,52048
chr12,-,133200347,133245525,NM_006231.4,BS,45178
chr12,-,133200347,133202903,NM_006231.4,BS,2556
chr12,-,133200347,133219582,NM_006231.4,BS,19235
chr12,-,133200347,133242036,NM_006231.4,BS,41689
chr12,-,133200347,133220146,NM_006231.4,BS,19799
chr12,-,133257192,133263928,NM_006231.4,BS,6736
chr12,-,133257723,133263928,NM_006231.4,BS,6205
chr12,-,133200347,133209094,NM_006231.4,BS,8747
chr12,-,133200347,133214725,NM_006231.4,BS,14378
chr12,-,133200347,133250293,NM_006231.4,BS,49946
chr12,-,133200347,133241048,NM_006231.4,BS,40701
chr12,-,133200347,133256632,NM_006231.4,BS,56285
chr16,+,23700558,23701688,NM_005030.6,BS,1130
chr16,+,23698789,23701688,NM_005030.6,BS,2899
chr16,+,23693384,23701688,NM_005030.6,BS,8304
chr16,+,23691404,23701688,NM_005030.6,BS,10284
chr16,+,23692234,23701688,NM_005030.6,BS,9454
chr10,-,99195665,99197507,NM_001318365.2,BS,1842
chr10,+,88856690,88912636,NM_001330112.2,BS,55946
chr11,-,118886426,118889053,NM_001028.3,BS,2627
chr17,-,3566186,3593817,NR_037928.1,BS,27631
chr3,+,183384901,183390272,NM_001349418.1,BS,5371
chr14,-,35554677,35579835,NM_001305156.2,BS,25158
chr1,-,12627938,12632881,NM_004753.7,BS,4943
chr10,+,93691138,93699823,NR_165093.1,BS,8685
chr10,+,93691138,93695537,NR_165093.1,BS,4399
chr10,+,93691138,93702325,NR_165093.1,BS,11187
chr10,+,93691138,93711323,NR_165093.1,BS,20185
chr10,+,93691138,93726514,NR_165093.1,BS,35376
chr10,+,93715074,93726514,NR_165093.1,BS,11440
chr10,+,93715074,93716414,NR_165093.1,BS,1340
chr16,+,16341251,16388668,NM_001004067.4,BS,47417
chr16,+,16337017,16388668,NM_001004067.4,BS,51651
chr16,+,16333707,16388668,NM_001004067.4,BS,54961
chr16,+,16330757,16388668,NM_001004067.4,BS,57911
chr16,+,16355358,16388668,NM_001004067.4,BS,33310
chr16,+,16326384,16388668,NM_001004067.4,BS,62284
chr16,+,16367849,16388668,NM_001004067.4,BS,20819
chr14,+,27193953,27251414,NR_147061.1,BS,57461
chr2,-,225781411,225847144,NM_001363762.1,BS,65733
chr19,+,13868599,13869824,NM_001320561.2,BS,1225
chr9,+,117093071,117095531,NM_000608.4,BS,2460
chr9,+,117094105,117095531,NM_000608.4,BS,1426
chr7,+,100479279,100486285,NM_015908.6,BS,7006
chr7,+,100483867,100486285,NM_015908.6,BS,2418
chr7,+,100485323,100486285,NM_015908.6,BS,962
chr7,+,100484940,100486285,NM_015908.6,BS,1345
chr7,+,100481690,100486285,NM_015908.6,BS,4595
chr7,+,100483321,100486285,NM_015908.6,BS,2964
chr7,+,100485877,100486285,NM_015908.6,BS,408
chr7,+,100473193,100486285,NM_015908.6,BS,13092
chr7,+,100481988,100486285,NM_015908.6,BS,4297
chr7,+,100484667,100486285,NM_015908.6,BS,1618
chr10,+,12202928,12209892,NR_024577.3,BS,6964
chr10,+,12175239,12184564,NR_024577.3,BS,9325
chr10,+,12184431,12191960,NR_024577.3,BS,7529
chr10,+,12184431,12185194,NR_024577.3,BS,763
chr4,+,728719,755204,NM_001395245.1,BS,26485
chr4,+,728719,738476,NM_001395245.1,BS,9757
chr19,-,57301239,57337831,NR_163143.1,BS,36592
chr19,-,57301239,57347472,NR_163143.1,BS,46233
chr3,-,167272437,167339431,NM_001366157.1,BS,66994
chr19,-,11274945,11289123,NM_001379563.1,BS,14178
chr1,-,1658823,1671143,NR_173244.1,BS,12320
chr17,-,37560537,37576171,NM_004774.4,BS,15634
chr17,-,37560537,37580991,NM_004774.4,BS,20454
chr17,-,56422538,56429562,NR_073470.2,BS,7024
chrX,-,138713553,138733947,NM_001171876.2,BS,20394
chrX,-,138668536,138733947,NM_001171876.2,BS,65411
chr19,-,16503114,16539572,NM_001258374.3,BS,36458
chr19,-,16495939,16532287,NM_001258374.3,BS,36348
chr19,-,16513131,16545301,NM_001258374.3,BS,32170
chr19,-,16513131,16532287,NM_001258374.3,BS,19156
chr19,-,16487932,16515560,NM_001258374.3,BS,27628
chr19,-,16495939,16515560,NM_001258374.3,BS,19621
chr19,-,16496981,16532287,NM_001258374.3,BS,35306
chr17,+,41561342,41567831,NR_136228.3,BS,6489
chr17,+,41283224,41285154,NR_138145.1,BS,1930
chr19,-,55657801,55658075,NM_003283.6,BS,274
chr13,+,99090019,99093090,NM_001286839.2,BS,3071
chr4,+,39063851,39114852,NM_015990.5,BS,51001
chr4,+,39082722,39127853,NM_015990.5,BS,45131
chr4,+,39077584,39127853,NM_015990.5,BS,50269
chr22,-,37621309,37637698,NM_002872.5,BS,16389
chr22,-,37627971,37640309,NM_002872.5,BS,12338
chr12,+,104324187,104328065,NM_003299.3,BS,3878
chr12,+,104324187,104325401,NM_003299.3,BS,1214
chr12,+,104335406,104341704,NM_003299.3,BS,6298
chr12,+,104324187,104341704,NM_003299.3,BS,17517
chr12,+,104336851,104341704,NM_003299.3,BS,4853
chr12,+,104324187,104335484,NM_003299.3,BS,11297
chr12,+,104336304,104341704,NM_003299.3,BS,5400
chr12,+,104335609,104341704,NM_003299.3,BS,6095
chr12,+,104333286,104341704,NM_003299.3,BS,8418
chr12,+,104325298,104341704,NM_003299.3,BS,16406
chr1,+,196709748,196716634,NM_000186.4,BS,6886
chr9,+,128059707,128070159,NM_001354299.2,BS,10452
chr9,+,128059707,128061385,NM_001354299.2,BS,1678
chr2,+,56570013,56613307,NM_001080433.2,BS,43294
chr9,+,88430793,88457794,NR_029410.1,BS,27001
chr9,+,88452673,88457794,NR_029410.1,BS,5121
chr9,+,88437794,88457794,NR_029410.1,BS,20000
chr9,+,88420916,88457794,NR_029410.1,BS,36878
chr9,+,88444377,88457794,NR_029410.1,BS,13417
chr9,+,88454991,88457794,NR_029410.1,BS,2803
chr9,-,116172334,116173029,NM_001278255.1,BS,695
chr5,-,176938577,176943836,NM_001321732.2,BS,5259
chr5,-,176938577,176939646,NM_001321732.2,BS,1069
chr5,-,176938577,176939207,NM_001321732.2,BS,630
chr5,-,176938577,176943962,NM_001321732.2,BS,5385
chr5,-,176938577,176941838,NM_001321732.2,BS,3261
chr5,-,176938577,176942070,NM_001321732.2,BS,3493
chr5,-,176938577,176940083,NM_001321732.2,BS,1506
chr5,-,176938577,176939877,NM_001321732.2,BS,1300
chr5,-,176938577,176940485,NM_001321732.2,BS,1908
chr5,-,176938577,176940848,NM_001321732.2,BS,2271
chr5,-,176938577,176939394,NM_001321732.2,BS,817
chr5,-,176938577,176943194,NM_001321732.2,BS,4617
chr5,-,176938577,176942822,NM_001321732.2,BS,4245
chr13,-,41025200,41048232,NR_024507.2,BS,23032
chr15,+,93443553,93444529,NM_001271.4,BS,976
chr15,+,93443553,93498742,NM_001271.4,BS,55189
chr15,+,93443553,93485185,NM_001271.4,BS,41632
chr15,+,93443553,93552553,NM_001271.4,BS,109000
chr7,-,66016806,66019824,NR_111973.1,BS,3018
chr1,+,169347567,169357543,NM_001320973.2,BS,9976
chr2,+,149829849,149883273,NM_004522.3,BS,53424
chr2,+,149866648,149883273,NM_004522.3,BS,16625
chr14,+,105221966,105225991,NM_006427.4,BS,4025
chr14,-,81994044,82000197,NM_005065.6,BS,6153
chr17,-,39766029,39767231,NM_005557.4,BS,1202
chr17,-,39766029,39767482,NM_005557.4,BS,1453
chr17,-,39766029,39766488,NM_005557.4,BS,459
chr17,-,39766029,39767973,NM_005557.4,BS,1944
chr17,-,39766029,39767753,NM_005557.4,BS,1724
chr17,-,4455745,4458679,NM_014520.4,BS,2934
chr13,+,100515244,100523316,NM_001393356.1,BS,8072
chr16,+,89795642,89800446,NR_110122.2,BS,4804
chr16,+,89799709,89800446,NR_110122.2,BS,737
chr16,+,89799889,89800446,NR_110122.2,BS,557
chr16,+,89788938,89800446,NR_110122.2,BS,11508
chr16,+,89793686,89800446,NR_110122.2,BS,6760
chr9,+,15587529,15623411,NM_001348002.2,BS,35882
chr9,+,15587529,15784692,NM_001348002.2,BS,197163
chr1,+,171454668,171492661,NM_001387844.1,BS,37993
chr3,-,157813799,157820675,NM_003030.4,BS,6876
chr16,+,89627347,89627776,NM_001243131.1,BS,429
chr1,-,224142178,224148934,NR_132119.1,BS,6756
chr7,+,102016658,102067129,NR_038967.1,BS,50471
chr4,-,1713600,1714046,NM_006527.4,BS,446
chr5,+,75954283,76003957,NM_006633.5,BS,49674
chr6,+,41051784,41070142,NM_002505.5,BS,18358
chr15,+,59399520,59417244,NM_004701.4,BS,17724
chr15,+,59408888,59417244,NM_004701.4,BS,8356
chr15,+,59406642,59417244,NM_004701.4,BS,10602
chr15,+,59415715,59417244,NM_004701.4,BS,1529
chr15,+,59409426,59417244,NM_004701.4,BS,7818
chr15,+,59406916,59417244,NM_004701.4,BS,10328
chr15,+,59397344,59399869,NM_004701.4,BS,2525
chr5,+,133897889,133918917,NM_001388185.1,BS,21028
chr5,+,133895519,133918917,NM_001388185.1,BS,23398
chr5,+,133887741,133918917,NM_001388185.1,BS,31176
chr5,+,133900183,133918917,NM_001388185.1,BS,18734
chr5,+,133871547,133918917,NM_001388185.1,BS,47370
chr5,+,133901805,133918917,NM_001388185.1,BS,17112
chr7,-,76239302,76247617,NM_012230.5,BS,8315
chr8,+,70550969,70554633,NR_132437.1,BS,3664
chr19,-,38701645,38713104,NM_001289978.2,BS,11459
chr7,-,105738135,105747527,NR_167730.1,BS,9392
chr15,-,43850992,43876819,NM_001393970.1,BS,25827
chr15,-,43831667,43861533,NM_001393970.1,BS,29866
chr2,+,190541181,190609514,NM_001378068.1,BS,68333
chr2,+,190541181,190571872,NM_001378068.1,BS,30691
chr2,+,190541181,190593547,NM_001378068.1,BS,52366
chr2,+,190541181,190575879,NM_001378068.1,BS,34698
chr2,+,190541181,190561095,NM_001378068.1,BS,19914
chr2,+,190541181,190585513,NM_001378068.1,BS,44332
chr1,+,93301746,93307481,NM_000969.5,BS,5735
chr1,+,93297596,93301949,NM_000969.5,BS,4353
chr1,+,93299101,93307481,NM_000969.5,BS,8380
chr1,+,93298945,93307481,NM_000969.5,BS,8536
chr1,+,93300335,93307481,NM_000969.5,BS,7146
chr5,+,31305280,31329253,NM_004932.4,BS,23973
chr17,-,58520518,58571978,NM_006380.5,BS,51460
chrX,-,53458208,53459064,NM_004493.3,BS,856
chrX,-,53458208,53460833,NM_004493.3,BS,2625
chrX,-,53458208,53459359,NM_004493.3,BS,1151
chrX,-,53458208,53458854,NM_004493.3,BS,646
chr19,-,17342691,17346874,NM_005234.4,BS,4183
chr13,-,114098739,114107803,NM_001394807.1,BS,9064
chr16,-,57186377,57197977,NM_001354103.2,BS,11600
chr17,-,42269172,42273196,NM_001382315.1,BS,4024
chr17,-,42269172,42272855,NM_001382315.1,BS,3683
chr17,-,42269172,42272042,NM_001382315.1,BS,2870
chr17,-,42269172,42272207,NM_001382315.1,BS,3035
chr12,-,57929531,57939879,NM_001348065.2,BS,10348
chr12,-,57928838,57939879,NM_001348065.2,BS,11041
chr12,-,57929266,57939879,NM_001348065.2,BS,10613
chr12,-,57925797,57939879,NM_001348065.2,BS,14082
chr12,-,57927020,57939879,NM_001348065.2,BS,12859
chr8,+,30614281,30620842,NM_005671.4,BS,6561
chr3,+,49052032,49053384,NM_001320546.3,BS,1352
chr9,-,113127527,113242036,NM_153366.4,BS,114509
chr4,+,74991156,75041120,NM_001351310.2,BS,49964
chr1,+,168168156,168171347,NM_152902.5,BS,3191
chr7,+,29915445,29956677,NM_001080529.3,BS,41232
chr6,-,31322883,31324956,NM_005514.8,BS,2073
chr3,-,11850990,11886570,NR_135609.2,BS,35580
chr13,+,73302060,73317740,NM_001286746.3,BS,15680
chr11,+,73361597,73373864,NM_001130034.2,BS,12267
chr11,+,73371797,73373864,NM_001130034.2,BS,2067
chr16,+,74330711,74334104,NM_002811.5,BS,3393
chr16,+,74334949,74340186,NM_002811.5,BS,5237
chr16,+,74338200,74340186,NM_002811.5,BS,1986
chr16,+,74335452,74340186,NM_002811.5,BS,4734
chr16,+,74334012,74340186,NM_002811.5,BS,6174
chr9,+,21994789,22066352,NR_003529.3,BS,71563
chr11,+,45924915,45928016,NM_005456.4,BS,3101
chr11,+,45925539,45928016,NM_005456.4,BS,2477
chr1,+,111784848,111786062,NM_001025199.2,BS,1214
chr10,+,102798399,102800998,NM_001388031.1,BS,2599
chr10,+,102796479,102800998,NM_001388031.1,BS,4519
chr3,+,77614104,77652211,NM_001394212.1,BS,38107
chr3,+,77526564,77652211,NM_001394212.1,BS,125647
chr7,+,862358,883157,NM_001367651.1,BS,20799
chr7,+,862358,878623,NM_001367651.1,BS,16265
chr9,-,140458885,140472055,NM_001346393.2,BS,13170
chrX,+,118120887,118124523,NM_001289109.1,BS,3636
chrX,+,118120887,118148319,NM_001289109.1,BS,27432
chr7,-,1509912,1516091,NM_001080453.3,BS,6179
chr7,-,1509912,1538488,NM_001080453.3,BS,28576
chr7,-,1509912,1513996,NM_001080453.3,BS,4084
chr7,-,1509912,1516293,NM_001080453.3,BS,6381
chr2,+,33061640,33127190,NR_027099.2,BS,65550
chr2,+,33065836,33066300,NR_027099.2,BS,464
chr22,+,46493805,46509808,NR_027033.2,BS,16003
chr8,-,11710837,11725596,NM_001384714.1,BS,14759
chr16,+,57079359,57104530,NR_169516.1,BS,25171
chr16,+,57079359,57081540,NR_169516.1,BS,2181
chr16,+,57079359,57113541,NR_169516.1,BS,34182
chr16,+,57079359,57085533,NR_169516.1,BS,6174
chr16,+,57079359,57111932,NR_169516.1,BS,32573
chr9,+,116285209,116360018,NM_144488.8,BS,74809
chr9,+,116291500,116346707,NM_144488.8,BS,55207
chr2,-,96687693,96693300,NM_001389639.1,BS,5607
chr6,-,44225902,44230399,NM_004556.3,BS,4497
chr12,-,115108059,115118951,NM_016569.4,BS,10892
chr3,+,190268130,190282142,NM_001167928.2,BS,14012
chr3,+,190268130,190326970,NM_001167928.2,BS,58840
chr3,+,14723676,14770195,NM_032137.5,BS,46519
chr3,+,14724084,14763291,NM_032137.5,BS,39207
chr1,+,155039205,155042029,NM_005227.3,BS,2824
chr14,-,75127958,75137574,NM_001039479.2,BS,9616
chr19,-,44276151,44285125,NM_002250.3,BS,8974
chr19,+,53898401,53930472,NM_001350496.2,BS,32071
chr17,-,40265128,40271454,NM_001376227.1,BS,6326
chr17,-,40265128,40270035,NM_001376227.1,BS,4907
chr17,-,40265128,40272137,NM_001376227.1,BS,7009
chr17,-,40265128,40270421,NM_001376227.1,BS,5293
chr17,-,40265128,40266102,NM_001376227.1,BS,974
chr17,-,40265128,40273385,NM_001376227.1,BS,8257
chr17,-,40265128,40269179,NM_001376227.1,BS,4051
chr17,-,40265128,40271736,NM_001376227.1,BS,6608
chr17,-,40265128,40272847,NM_001376227.1,BS,7719
chr17,-,40265128,40267053,NM_001376227.1,BS,1925
chr17,-,40265128,40269832,NM_001376227.1,BS,4704
chr5,-,179044021,179048398,NM_001395189.1,BS,4377
chr1,-,89472362,89481097,NM_001319180.2,BS,8735
chr17,+,42264984,42266956,NM_001353191.2,BS,1972
chr17,+,4699458,4701790,NM_001270481.2,BS,2332
chr17,+,4701303,4701790,NM_001270481.2,BS,487
chr17,+,4700732,4701790,NM_001270481.2,BS,1058
chr6,-,38224184,38370679,NM_001172418.2,BS,146495
chr6,-,38312759,38370679,NM_001172418.2,BS,57920
chr11,-,58294343,58295664,NM_001143995.3,BS,1321
chr17,-,56048912,56065615,NM_001330393.2,BS,16703
chr17,-,56048912,56060754,NM_001330393.2,BS,11842
chr17,-,56048912,56058147,NM_001330393.2,BS,9235
chr17,-,56048912,56056674,NM_001330393.2,BS,7762
chr17,-,56048912,56059297,NM_001330393.2,BS,10385
chr1,+,24120713,24122029,NM_007260.3,BS,1316
chr1,+,24119640,24122029,NM_007260.3,BS,2389
chr1,+,24120194,24122029,NM_007260.3,BS,1835
chr1,+,24119497,24122029,NM_007260.3,BS,2532
chr10,-,78649208,78734331,NM_001322838.2,BS,85123
chr10,-,78669723,78734331,NM_001322838.2,BS,64608
chr11,-,405715,406538,NM_001135054.2,BS,823
chr1,-,27730733,27736700,NM_006990.5,BS,5967
chr1,-,27730733,27744923,NM_006990.5,BS,14190
chr1,-,27730733,27739221,NM_006990.5,BS,8488
chr1,-,27730733,27816678,NM_006990.5,BS,85945
chr1,-,27730733,27741457,NM_006990.5,BS,10724
chr1,-,27730733,27755443,NM_006990.5,BS,24710
chr1,-,27730733,27742596,NM_006990.5,BS,11863
chr9,-,35090462,35091288,NM_001201484.2,BS,826
chr9,-,35089376,35091288,NM_001201484.2,BS,1912
chr9,-,35090062,35091288,NM_001201484.2,BS,1226
chr4,-,1050038,1050792,NM_001366919.1,BS,754
chr3,+,100274052,100296288,NM_001363876.2,BS,22236
chr3,+,100287665,100296288,NM_001363876.2,BS,8623
chr3,-,178519580,178577411,NR_126561.1,BS,57831
chr16,+,57283678,57287547,NM_012106.4,BS,3869
chr9,+,108363425,108403399,NM_001351502.2,BS,39974
chr5,-,137841783,137853389,NM_001256302.2,BS,11606
chr5,-,137841783,137849395,NM_001256302.2,BS,7612
chr5,-,137841783,137848643,NM_001256302.2,BS,6860
chr19,-,36386881,36388005,NM_001321831.2,BS,1124
chr9,+,19288593,19289288,NR_169854.1,BS,695
chr9,+,19286766,19289288,NR_169854.1,BS,2522
chr9,+,19276155,19289288,NR_169854.1,BS,13133
chr5,-,87492192,87502316,NM_001349407.2,BS,10124
chr16,-,56463044,56468357,NM_007006.3,BS,5313
chr19,-,19375174,19378522,NM_001001524.3,BS,3348
chr4,-,38614321,38626904,NR_026804.1,BS,12583
chr4,-,38616245,38626904,NR_026804.1,BS,10659
chr10,-,99218080,99229960,NM_001351356.2,BS,11880
chr4,-,143066992,143647054,NM_003866.3,BS,580062
chr19,+,18965409,18979039,NM_001297549.2,BS,13630
chrX,+,128723821,128726533,NM_001318784.2,BS,2712
chrX,+,128674717,128726533,NM_001318784.2,BS,51816
chr19,-,10070236,10090723,NM_015719.4,BS,20487
chr12,+,6645849,6647537,NM_001289746.2,BS,1688
chr1,-,46092975,46108171,NM_021639.5,BS,15196
chr1,-,46092975,46106075,NM_021639.5,BS,13100
chr1,-,46092975,46099908,NM_021639.5,BS,6933
chr14,+,24702684,24708448,NM_001283021.2,BS,5764
chr13,-,25072253,25086916,NM_006437.4,BS,14663
chr19,-,47177572,47181920,NM_016457.5,BS,4348
chr3,+,193333462,193415600,NM_130837.3,BS,82138
chr3,+,193310996,193335074,NM_130837.3,BS,24078
chr8,-,145648999,145652362,NM_183057.3,BS,3363
chr8,-,145648999,145650202,NM_183057.3,BS,1203
chr8,-,145648999,145653931,NM_183057.3,BS,4932
chr10,-,105809166,105845638,NM_000494.4,BS,36472
chr10,-,105791043,105837284,NM_000494.4,BS,46241
chr10,-,105791043,105806531,NM_000494.4,BS,15488
chr10,-,105791043,105799757,NM_000494.4,BS,8714
chr10,-,105791043,105838344,NM_000494.4,BS,47301
chr10,-,105791043,105809882,NM_000494.4,BS,18839
chr10,-,105791043,105794092,NM_000494.4,BS,3049
chr10,-,105791043,105813740,NM_000494.4,BS,22697
chr10,-,105791043,105795321,NM_000494.4,BS,4278
chr10,-,105791043,105819476,NM_000494.4,BS,28433
chr10,-,105791043,105798879,NM_000494.4,BS,7836
chr10,-,105791043,105801296,NM_000494.4,BS,10253
chr10,-,105791043,105797531,NM_000494.4,BS,6488
chr10,-,105791043,105795131,NM_000494.4,BS,4088
chr10,-,105791043,105820038,NM_000494.4,BS,28995
chr10,-,105791043,105805551,NM_000494.4,BS,14508
chr10,-,105791043,105833989,NM_000494.4,BS,42946
chr10,-,105791043,105840442,NM_000494.4,BS,49399
chr10,-,105791043,105801102,NM_000494.4,BS,10059
chr10,-,105791043,105836187,NM_000494.4,BS,45144
chr10,-,105791043,105802213,NM_000494.4,BS,11170
chr10,-,105791043,105824354,NM_000494.4,BS,33311
chr10,-,105791043,105810659,NM_000494.4,BS,19616
chr10,-,105791043,105800876,NM_000494.4,BS,9833
chr10,-,105791043,105796871,NM_000494.4,BS,5828
chr10,-,105791043,105811274,NM_000494.4,BS,20231
chr1,-,84412806,84422598,NM_001350214.2,BS,9792
chr1,-,84414310,84422598,NM_001350214.2,BS,8288
chr1,-,84348645,84422598,NM_001350214.2,BS,73953
chr1,-,84383286,84422598,NM_001350214.2,BS,39312
chr1,-,84408145,84422598,NM_001350214.2,BS,14453
chr1,-,84415547,84422598,NM_001350214.2,BS,7051
chr1,-,84356003,84422598,NM_001350214.2,BS,66595
chr1,-,84369761,84422598,NM_001350214.2,BS,52837
chr1,-,84394818,84422598,NM_001350214.2,BS,27780
chr2,-,98372798,98453620,NM_015348.2,BS,80822
chr18,+,12421538,12432237,NM_001142406.1,BS,10699
chr4,+,142153678,142155851,NM_014487.6,BS,2173
chr22,+,20008632,20041074,NM_001322141.2,BS,32442
chr22,+,20008632,20024617,NM_001322141.2,BS,15985
chr6,-,117735681,117739669,NM_001378891.1,BS,3988
chr6,+,131466424,131521629,NR_164834.1,BS,55205
chr16,+,81735264,81745367,NM_198390.3,BS,10103
chr5,-,141018868,141028587,NM_033449.3,BS,9719
chr11,+,118939941,118952024,NM_001290185.2,BS,12083
chr17,+,27861135,27878921,NM_020791.4,BS,17786
chr1,+,6648337,6649340,NM_005341.4,BS,1003
chr21,+,31120493,31131329,NR_027021.1,BS,10836
chr3,+,151962109,152150709,NM_001376819.1,BS,188600
chr3,+,152018669,152150709,NM_001376819.1,BS,132040
chr22,+,46584619,46594488,NM_001393942.1,BS,9869
chr11,-,9002122,9005516,NM_020645.3,BS,3394
chr11,-,9002122,9009829,NM_020645.3,BS,7707
chr11,-,9002122,9009177,NM_020645.3,BS,7055
chr16,+,30485516,30534506,NM_002209.3,BS,48990
chr19,-,49118587,49119203,NM_000979.4,BS,616
chr19,-,49118587,49121134,NM_000979.4,BS,2547
chr19,-,49118587,49120680,NM_000979.4,BS,2093
chr19,-,49118587,49122435,NM_000979.4,BS,3848
chr19,-,49119335,49122435,NM_000979.4,BS,3100
chr19,-,49118587,49119459,NM_000979.4,BS,872
chr20,-,43248162,43249788,NM_000022.4,BS,1626
chr20,-,43248162,43249042,NM_000022.4,BS,880
chr20,-,43248162,43254325,NM_000022.4,BS,6163
chr20,-,43248162,43264929,NM_000022.4,BS,16767
chr20,-,43248162,43251571,NM_000022.4,BS,3409
chr20,-,43248162,43257810,NM_000022.4,BS,9648
chr20,-,43248162,43255240,NM_000022.4,BS,7078
chr20,-,43248162,43252970,NM_000022.4,BS,4808
chr20,-,43248162,43251293,NM_000022.4,BS,3131
chr3,-,98298289,98312455,NM_000097.7,BS,14166
chr17,+,19552063,19568360,NM_001031806.2,BS,16297
chr15,-,64275731,64283550,NM_001395289.1,BS,7819
chr15,-,64263621,64283550,NM_001395289.1,BS,19929
chr15,-,75890426,75913397,NM_001042581.2,BS,22971
chr14,+,58711560,58718960,NM_002788.4,BS,7400
chr14,+,58724462,58738722,NM_002788.4,BS,14260
chr14,+,58730422,58738722,NM_002788.4,BS,8300
chr21,+,47536683,47549715,NM_058175.3,BS,13032
chr6,+,151266602,151423023,NR_146720.2,BS,156421
chr9,-,130928343,130948055,NM_001257975.2,BS,19712
chr9,-,138898382,138905815,NM_144653.5,BS,7433
chr10,+,122622246,122669036,NM_018117.12,BS,46790
chr16,+,89927090,89937727,NM_032451.2,BS,10637
chr16,+,89922520,89937727,NM_032451.2,BS,15207
chr16,+,89922007,89937727,NM_032451.2,BS,15720
chr16,+,89920894,89937727,NM_032451.2,BS,16833
chr12,+,80862484,80940476,NM_001145026.2,BS,77992
chr12,+,80862484,80933723,NM_001145026.2,BS,71239
chr12,+,80862484,80904222,NM_001145026.2,BS,41738
chr22,+,23626163,23660224,NM_004327.4,BS,34061
chr22,+,23615267,23660224,NM_004327.4,BS,44957
chr4,-,13369347,13383218,NM_004249.4,BS,13871
chr4,-,13369347,13378246,NM_004249.4,BS,8899
chr4,-,13369347,13462452,NM_004249.4,BS,93105
chr6,+,89871501,89875284,NM_001010853.3,BS,3783
chr6,+,89868043,89875284,NM_001010853.3,BS,7241
chr16,-,86508130,86511657,NR_033925.1,BS,3527
chr2,+,206418047,206484886,NM_001302769.2,BS,66839
chr10,+,112631685,112642855,NM_145341.4,BS,11170
chr9,+,33265046,33270714,NM_016410.6,BS,5668
chr16,+,4701963,4740973,NM_001142290.3,BS,39010
chr16,+,4674826,4702052,NM_001142290.3,BS,27226
chr9,+,36198975,36212056,NM_007096.4,BS,13081
chr9,+,36197547,36212056,NM_007096.4,BS,14509
chr9,+,36209263,36212056,NM_007096.4,BS,2793
chr10,-,17641288,17659373,NM_014241.4,BS,18085
chr10,-,17645928,17659373,NM_014241.4,BS,13445
